882;1683;Chesalles-Moudon;VD
883;1694;Orsonnens;FR
884;1694;Villarsiviriaux;FR
885;1695;Villarlod;FR
886;1696;Vuisternens-Ogoz;FR
887;1684;Mézières FR;FR
888;1685;Villariaz;FR
889;1687;Estévenens;FR
890;1686;Grangettes-Romont;FR
891;1689;Châtelard-p-Romont;FR
892;1688;Sommentier;FR
893;1626;Romanens;FR
894;1692;Massonnens;FR
896;1687;Vuisternens-Romont;FR
898;1625;Sâles (Gruyère);FR
906;1612;Ecoteaux;VD
907;1613;Maracon;VD
909;1608;Oron-le-Châtel;VD
910;1609;St-Martin FR;FR
911;1611;Le Crêt-p-Semsales;FR
912;1697;La Joux FR;FR
913;1699;Bouloz;FR
914;1699;Porsel;FR
915;1699;Pont (Veveyse);FR
916;1700;Fribourg;FR
917;1700;Fribourg 1;FR
918;1702;Fribourg;FR
920;1704;Fribourg;FR
921;1705;Fribourg;FR
923;1707;Fribourg;FR
924;1708;Fribourg;FR
925;1763;Granges-Paccot;FR
926;1700;Fribourg 1 Dist;FR
928;1701;Fribourg;FR
939;1720;Corminboeuf;FR
940;1721;Misery-Courtion;FR
941;1735;Giffers;FR
942;1736;St. Silvester;FR
943;1737;Plasselb;FR
944;1738;Sangernboden;BE
945;1716;Schwarzsee;FR
946;1724;Bonnefontaine;FR
947;1727;Corpataux-Magneden;FR
948;1728;Rossens FR;FR
949;1719;Brünisried;FR
950;1731;Ependes FR;FR
951;1732;Arconciel;FR
952;1733;Treyvaux;FR
955;1720;Chésopelloz;FR
956;1712;Tafers;FR
957;1713;St. Antoni;FR
958;1714;Heitenried;FR
960;1715;Alterswil FR;FR
962;1716;Plaffeien;FR
963;1717;St. Ursen;FR
964;1718;Rechthalten;FR
966;1722;Bourguillon;FR
968;1723;Marly;FR
975;1724;Le Mouret;FR
978;1725;Posieux;FR
983;1726;Farvagny;FR
986;1746;Prez-vers-Noréaz;FR
987;1747;Corserey;FR
988;1748;Torny-le-Grand;FR
989;1749;Middes;FR
990;1740;Neyruz FR;FR
991;1741;Cottens FR;FR
992;1744;Chénens;FR
993;1745;Lentigny;FR
994;1742;Autigny;FR
995;1695;Estavayer-Gibloux;FR
996;1691;Villarimboud;FR
997;1752;Villars-sur-Glâne;FR
998;1752;Villars-Glâne 1;FR
999;1752;Villars-Glâne 2;FR
1000;1753;Matran;FR
1003;1754;Rosé;FR
1004;1756;Onnens FR;FR
1005;1757;Noréaz;FR
1007;1690;Villaz-St-Pierre;FR
1009;1762;Givisiez;FR
1011;1772;Grolley;FR
1014;1773;Léchelles;FR
1015;1774;Cousset;FR
1017;1776;Montagny-la-Ville;FR
1020;1795;Courlevon;FR
1021;1796;Courgevaux;FR
1022;1797;Münchenwiler;BE
1023;1794;Salvenach;FR
1024;1793;Jeuss;FR
1025;1792;Cordast;FR
1026;1791;Courtaman;FR
1027;1788;Praz (Vully);FR
1028;1789;Lugnorre;FR
1031;1782;Belfaux;FR
1034;1783;Pensier;FR
1037;1784;Courtepin;FR
1038;1785;Cressier FR;FR
1039;1786;Sugiez;FR
1042;1787;Môtier (Vully);FR
1043;1800;Vevey;VD
1044;1800;Vevey 1;VD
1045;1800;Vevey 2;VD
1046;1800;Vevey 1 Dist;VD
1050;1801;Le Mont-Pèlerin;VD
1051;1808;Monts-de-Corsier;VD
1052;1809;Fenil-sur-Corsier;VD
1053;1802;Corseaux;VD
1054;1803;Chardonne;VD
1055;1804;Corsier-sur-Vevey;VD
1056;1805;Jongny;VD
